"date_mdy","journal_entry","location","year","month","longitude","latitude","item"
1879-08-18,"The wind Easterly Thermometer 58 degrees heavy rain all day Went to West Gouldsboro with the mail.","West Gouldsboro",1879,8,-68.09937127,44.46922347,"mail"
1879-08-22,"The wind Southerly Thermometer 60° and thick with fog Went to West Gouldsboro with the Mail. received letter from A.P. Wiswell Esq","West Gouldsboro",1879,8,-68.09937127,44.46922347,"mail"
1879-09-01,"The wind Southerly Thermometer 65 degrees Went to West Gouldsboro with mail received letter from Chas J Guptill of Steuben Sold my interest in a boat to Mr Ira Foss received $10","West Gouldsboro",1879,9,-68.09937127,44.46922347,"mail"
1879-09-05,"Calm and drizzling rain all day Thermometer 62° Went to West Gouldsboro with the mail","West Gouldsboro",1879,9,-68.09937127,44.46922347,"mail"
1879-09-08,"The wind S.S.E. Thermometer 58 degrees and rainy all day. Went to West Gouldsboro with the Mail then to the Town House to the State Election back to W. Gouldsboro took the mail and came home.","West Gouldsboro",1879,9,-68.09937127,44.46922347,"mail"
1879-09-12,"The wind Southerly Thermometer 52° Went to West Gouldsbo with the Mail. Wrote letter to Mr Helen Stevens","West Gouldsboro",1879,9,-68.09937127,44.46922347,"mail"
1879-09-22,"The wind Easterly and overcast. Thermometer 49 degrees Went to West Gouldsboro with the Mail.","West Gouldsboro",1879,9,-68.09937127,44.46922347,"mail"
1879-09-26,"Calm in morning very heavy frost Thermometer 26 Went to West Gouldsboro with the Mail","West Gouldsboro",1879,9,-68.09937127,44.46922347,"mail"
1879-09-29,"The wind Southerly Thermometer 45° Went to West Gouldsboro with the mail. received letter from Helen Stevens.","West Gouldsboro",1879,9,-68.09937127,44.46922347,"mail"
1879-10-10,"The wind Easterly and drizzling rain Thermometer 52 degrees Went to West Gouldsboro with the mail.","West Gouldsboro",1879,10,-68.09937127,44.46922347,"mail"
1879-10-24,"The wind North West And Thermometer 36 Went to West Gouldsboro with the Mail. heavy Snow Squalls in forenoon.","West Gouldsboro",1879,10,-68.09937127,44.46922347,"mail"
1879-10-27,"The wind South West Thermometer 60° Went to West Gouldsboro with the Mail Repaired the Schr AGBrooks wheel. received letter from Boston Traveler Office.","West Gouldsboro",1879,10,-68.09937127,44.46922347,"mail"
1879-10-31,"The wind West N. West. and a very fresh breeze Thermometer 33 degrees went to West Gouldsboro with the mail.","West Gouldsboro",1879,10,-68.09937127,44.46922347,"mail"
1879-11-02,"The wind Westerly Thermometer 44 degrees Went to South Gouldsboro to get Leonard Bunker to Cary the mail for me tomorrow.","South Gouldsboro",1879,11,-68.109596,44.42952,"mail"
1879-11-07,"The wind Easterly Thermometer 35 degrees Snow and rain to gather Went to West gouldsboro with the mail, good Sleighign at West Gouldsboro Hauled wood from the shore to the house at night Let David Weare have my horse to go on Mail Router.","West Gouldsboro",1879,11,-68.09937127,44.46922347,"mail"
1879-11-24,"The wind North West fresh breeze and the Thermometer 28 degrees Went to West Gouldsboro with the Mail on Route 191 Via Prospect. received check from Mr Wm. B. Viall for $12.38 for carrying mail one gr on Route 365. West Gouldsboro","West Gouldsboro",1879,11,-68.09937127,44.46922347,"mail"
1879-11-28,"The wind Southerly Thermometer 45 degrees Went to West Gouldsboro with the Mail. Capt L.B. Tracy burried at Winter Harbor in the afternoon. Who died on board his vessel at Kittery Point. at night rainy.","West Gouldsboro",1879,11,-68.09937127,44.46922347,"mail"
1879-11-28,"The wind Southerly Thermometer 45 degrees Went to West Gouldsboro with the Mail. Capt L.B. Tracy burried at Winter Harbor in the afternoon. Who died on board his vessel at Kittery Point. at night rainy.","Winter Harbor",1879,11,-68.09811741,44.39116851,"mail"
1879-12-08,"The wind Westerly and Thermometer 41 degrees not any snow. or ice took some dishes out the Hotel Went to So. Gouldsboro and got. Leonard Bunker to carry the Mail.","South Gouldsboro",1879,12,-68.109596,44.42952,"mail"
1879-12-29,"The wind Southerly Thermometer 40 above moderate rain and snow all day. Went to West Gouldsboro. with the mail.","West Gouldsboro",1879,12,-68.09937127,44.46922347,"mail"
1880-01-02,"The wind from South West to W. Thermometer 40 degrees above 0 Went to West Gouldsboro with mail. received letter from the Auditor of the Treasury for the Post Office Department stahing check sent me No 14872 lost and payment stoped at Po in Portland","West Gouldsboro",1880,1,-68.09937127,44.46922347,"mail"
1880-01-05,"The wind North West Thermometer 28 degrees Went to West Gouldsboro with the mail. Wrote to Town Clerk to get Charles E. Kingsley and Hannah C Grover Published both of Gouldsboro","West Gouldsboro",1880,1,-68.09937127,44.46922347,"mail"
1880-01-09,"The wind Easterly and pleasant. Thermometer 47 degrees Went to West Gouldsboro with Mail. Wrote to Port Master at Portland to know if lost check 14872 had been cashed.","West Gouldsboro",1880,1,-68.09937127,44.46922347,"mail"
1880-01-12,"The wind Westerly. Thermometer 32 above received letter from the Post Master Portland certifying the mail Route 365 No 14872 had not been paid.","Winter Harbor",1880,1,-68.09811741,44.39116851,"mail"
1880-02-10,"The wind South East Thermometer at zero in morning. Went to South Gouldsboro. and paid Charles L Bunker for Carrying the mail on Route 365. up to Jan 1 1880.","South Gouldsboro",1880,2,-68.109596,44.42952,"mail"
1880-03-13,"The wind North West Thermometer at zero in the morning. Made a chart of the mail Routes in Gouldsboro to help establish a Post Office in Birch Harbor Work on Warren Smith boat.","Winter Harbor",1880,3,-68.09811741,44.39116851,"mail"
1880-03-25,"The wind North blowing & snowing fearfully The roads blocked with snow so the mail could not go out. the only time for the Winter. Painted my skiff. Thermometer 20° above zero.","Winter Harbor",1880,3,-68.09811741,44.39116851,"mail"
1880-04-08,"The wind North West and in the morning Thermometer 25° Went to West Gouldsboro Oath to the P.M.So.Gouldsboro Hired Wm Bunker to Cary the Mail for a Quarter at $10 home at night received letter from Geo Hopkins Millbridge.","West Gouldsboro",1880,4,-68.09937127,44.46922347,"mail"
1880-05-29,"Wind West North West Thermometer 68 degrees Work all day farming. plowing and hauling dressing. Received a Check from the Post Office for $12.38 for Carrying mail. Route 365","Winter Harbor",1880,5,-68.09811741,44.39116851,"mail"
1880-08-11,"Wind Northerly in morning Went out fishing Wind Southerly in afternoon Thermometer 78 degrees received Check from the Post Office Department for &12.38 for Mail service on Route 365","Winter Harbor",1880,8,-68.09811741,44.39116851,"mail"
1880-12-04,"The wind North West and the Thermometer 22 degrees. Went to West Gouldsboro and West-Bay. and Prospect and sold my horse to W. F. Vose. to be delivered monday. received Post Office checks for carying mail Route 365","West Gouldsboro",1880,12,-68.09937127,44.46922347,"mail"
1881-03-25,"The wind West North West Thermometer 45 degrees mailed nailed centre board box in dora and caulked it made thorts and painted the inside of dora","Winter Harbor",1881,3,-68.09811741,44.39116851,"mail"
1881-04-25,"The wind North west and pleasant with Thermometer 65 degrees at noon Finished labor on one dora for Mr Petlee of Brooklin and commenced on an other one for his son Filled application for Baker & Smith to cary on business in manufature tobacco. Acknowledged Bill of Sale for A. J. Gerrish Wrote lease from Isaac P Joy to Amasink Southard recd check from the P.O. Department to Cary mail on route 365","Winter Harbor",1881,4,-68.09811741,44.39116851,"mail"
1881-06-04,"The wind North East fresh breeze and heavy rain all day. work apart of the day on wheel barrow. and examined the papers of Wm. Bunkers for carrying the mail","Winter Harbor",1881,6,-68.09811741,44.39116851,"mail"
1882-02-06,"Wind North West. Fresh breeze. Work all the forenoon shoveling snow from the highway In the afternoon roads blocking again wich snow kept it clear enought so the mail could get along","Winter Harbor",1882,2,-68.09811741,44.39116851,"mail"
1884-03-08,"Wind NorthEast Fresh breeze and a heavy snow storm all day and cold. About home doing nothing in particular Mail did not arrive on account of the big storm","Winter Harbor",1884,3,-68.09811741,44.39116851,"mail"
1871-12-27,"Work about home received letter from N. H. Higgins Ins agt.","Winter Harbor",1871,12,-68.09811741,44.39116851,"Read letter"
1872-02-01,"Came home from camp read a letter from Joseph Bunker & Emery","Winter Harbor",1872,2,-68.09811741,44.39116851,"Read letter"
1872-02-03,"work in shop received a letter from CC Burrill Ellsworth one from George N Loomis","Winter Harbor",1872,2,-68.09811741,44.39116851,"Read letter"
1872-03-15,"Jobbing read letter from G. N. Harden M D.","Winter Harbor",1872,3,-68.09811741,44.39116851,"Read letter"
1872-03-26,"Read letter from CC Burrill went to West Gouldsboro in the Ins. Busi took tea with Edward Kingsley Lodging with Samuel Wood","Winter Harbor",1872,3,-68.09811741,44.39116851,"Read letter"
1872-03-26,"Read letter from CC Burrill went to West Gouldsboro in the Ins. Busi took tea with Edward Kingsley Lodging with Samuel Wood","West Gouldsboro",1872,3,-68.09937127,44.46922347,"Read letter"
1872-03-30,"received letter from Geo W Tracy. Evening went to Lodge of Good Templars","Winter Harbor",1872,3,-68.09811741,44.39116851,"Read letter"
1872-04-11,"Breakfast wtih Hannah G dinner with Stephen Kingsly received letter from Hale Emery one from CC burrill came home","West Gouldsboro",1872,4,-68.09937127,44.46922347,"Read letter"
1872-04-11,"Breakfast wtih Hannah G dinner with Stephen Kingsly received letter from Hale Emery one from CC burrill came home","Winter Harbor",1872,4,-68.09811741,44.39116851,"Read letter"
1872-05-18,"painted boat took dinner at J Smallidges received letter from CC Burrill went to Lodge","Winter Harbor",1872,5,-68.09811741,44.39116851,"Read letter"
1872-07-20,"went to lobster factory after caned strawberrys received letter from G. W. Tracy went to Lodge of G. Templars","Winter Harbor",1872,7,-68.09811741,44.39116851,"Read letter"
1872-08-03,"Stormy work in shop received letter from CC Burrill also oil painting of Niagara Falls by moon light went to Lodge of G. Templar lodgign at Thos. Smallidge","Winter Harbor",1872,8,-68.09811741,44.39116851,"Read letter"
1872-08-14,"Cutting at the door in forenoon received letter from A. Martin Millbridge","Winter Harbor",1872,8,-68.09811741,44.39116851,"Read letter"
1872-09-05,"Getting out window Jams received letter from C. C. Burrill. dinner at usual place while to work on house","Winter Harbor",1872,9,-68.09811741,44.39116851,"Read letter"
1872-09-28,"Pretty low with fever received letters of administation of the estate of B Rand","Winter Harbor",1872,9,-68.09811741,44.39116851,"Read letter"
1872-09-30,"received letter from Chas. C. Burrill","Winter Harbor",1872,9,-68.09811741,44.39116851,"Read letter"
1872-11-09,"Went to Turtle Island gunning received letters from Hale & Emery Jordan & Blake Perley & Russel G. W. Tracy Went to Lodge","Turtle Island",1872,11,-70.03422,44.43423,"Read letter"
1872-11-09,"Went to Turtle Island gunning received letters from Hale & Emery Jordan & Blake Perley & Russel G. W. Tracy Went to Lodge","Winter Harbor",1872,11,-68.09811741,44.39116851,"Read letter"
1872-11-30,"Hauling home brick shingles and boards from S Guptills wharf went to Lodge. received letter from CC Burrill","Winter Harbor",1872,11,-68.09811741,44.39116851,"Read letter"
1872-12-07,"Work in shop received letter from Hale & Emery went to Lodge of G.T. received letter from Hale & Emery","Winter Harbor",1872,12,-68.09811741,44.39116851,"Read letter"
1872-12-21,"Repaired windmill received letter from Geo. N. Loomis Lyfe Ins Agt Portsmouth N. H.","Winter Harbor",1872,12,-68.09811741,44.39116851,"Read letter"
1872-12-27,"Grinding tools in shop received letter from Geo. A. Dyer","Winter Harbor",1872,12,-68.09811741,44.39116851,"Read letter"
1873-02-08,"The wind NE with slate storm cleared of with the wind N.W. and warm worked in shop made crank for jig saw put on new belt had one load wood hauled by J. Shaw. received letter from Reg. of deeds one from Hale and Emery","Winter Harbor",1873,2,-68.09811741,44.39116851,"Read letter"
1873-05-01,"The wind west put plank on boat repairing read letters from Reg. of deeds","Winter Harbor",1873,5,-68.09811741,44.39116851,"Read letter"
1873-05-08,"The wind S.W. painting boat finished caulking read letter from Henry Geyer of Friendship","Winter Harbor",1873,5,-68.09811741,44.39116851,"Read letter"
1873-06-07,"The wind N. East went fishing raining read letters from Geo. A. Dyer. Arno Wiswell. Charles C. Burrill all of Ellsworth also one from Perley and Russell of Portland.","Winter Harbor",1873,6,-68.09811741,44.39116851,"Read letter"
1876-11-16,"The wind North North East. cold in morning Worked all day making flying jibboom for Schr. Black Warrior received letter from Wiswell&Wiswell","Winter Harbor",1876,11,-68.09811741,44.39116851,"Read letter"
1877-02-01,"Calm all day work in shop making chairs received letter from Nahum Rosebrook. met for Rehearsal at G.W.Tracys.store.","Winter Harbor",1877,2,-68.09811741,44.39116851,"Read letter"
1877-02-03,"Calm all day and warm work in shop in forenoon received letter from Perley & Russel","Winter Harbor",1877,2,-68.09811741,44.39116851,"Read letter"
1877-02-06,"The wind Northerly. work about home received letter from E.A Baker Boston","Winter Harbor",1877,2,-68.09811741,44.39116851,"Read letter"
1877-02-27,"The wind North West received letter from Interpreter of Hospital at leghorn. And a speech from Eugene Hale M.C.Playedat the Exhibition in evening.","Winter Harbor",1877,2,-68.09811741,44.39116851,"Read letter"
1877-03-31,"The wind North in forenoon and Shoutherly in afternoon received letter from Narraguagus Lodge and one from Gale Smith went clamming in morning and work in shop","Winter Harbor",1877,3,-68.09811741,44.39116851,"Read letter"
